loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,income,Credit_Score,co_applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status,dtir1
1,Joint,0,type1,p4,1,0,0,326500,360.0,0,0,0,508000.0,0,pr,0,11820.0,862,1,1,0,64.27165354,south,0,0,30.0
1,Male,0,type1,p3,1,0,0,1026500,360.0,0,1,0,1738000.0,0,pr,0,10200.0,578,0,5,0,59.06214039,North,0,0,47.0
0,Sex Not Available,0,type2,p3,1,0,1,166500,360.0,0,0,0,228000.0,0,pr,0,2160.0,826,1,4,1,73.02631579,south,0,0,48.0
1,Sex Not Available,0,type3,p3,1,0,0,116500,360.0,0,0,0,128000.0,0,pr,0,1860.0,547,0,5,1,91.015625,south,0,0,45.0
1,Female,0,type1,p1,1,0,0,486500,360.0,0,0,0,838000.0,0,pr,0,6960.0,756,0,1,0,58.0548926,North,0,0,38.0
1,Sex Not Available,0,type1,p4,1,0,0,556500,360.0,0,0,0,608000.0,0,pr,0,11220.0,865,1,3,1,91.52960526,south,0,1,24.0
1,Joint,0,type1,p3,1,0,0,186500,96.0,0,0,0,268000.0,0,pr,0,12540.0,772,1,4,1,69.58955224,North,0,0,22.0
1,Sex Not Available,0,type1,p3,1,0,0,116500,360.0,0,0,0,148000.0,0,pr,0,2220.0,656,0,1,1,78.71621622,south,0,0,44.0
1,Male,0,type1,p1,1,0,0,76500,300.0,1,0,0,418000.0,0,pr,0,1020.0,631,1,5,0,75.13586957,North,0,1,39.0
1,Male,0,type1,p4,1,0,0,346500,360.0,0,0,0,598000.0,0,pr,0,10620.0,689,0,2,0,57.94314381,south,0,0,34.0
1,Sex Not Available,1,type3,p1,1,0,0,156500,360.0,0,0,0,158000.0,0,pr,0,2760.0,743,0,1,1,99.05063291,south,0,0,59.0
1,Male,1,type1,p4,1,0,0,406500,360.0,0,0,0,468000.0,0,pr,0,6900.0,670,0,2,0,86.85897436,North,0,0,30.0
1,Male,1,type1,p1,1,0,0,316500,360.0,0,0,0,368000.0,0,pr,0,3600.0,503,0,1,1,86.00543478,North,0,0,49.0
1,Male,0,type1,p4,1,0,0,646500,360.0,0,0,0,778000.0,0,pr,0,7800.0,742,0,3,0,83.09768638,North,0,0,48.0
1,Sex Not Available,0,type1,p2,1,0,0,316500,360.0,0,0,0,528000.0,0,pr,0,7020.0,817,0,2,1,59.94318182,south,0,1,28.0
1,Male,0,type2,p4,1,0,1,296500,360.0,0,0,0,348000.0,0,pr,0,5760.0,566,1,2,1,85.20114943,North,0,0,39.0
1,Sex Not Available,0,type1,p3,1,0,0,106500,180.0,0,0,0,148000.0,0,pr,0,2880.0,787,1,3,1,71.95945946,south,0,0,44.0
1,Female,0,type1,p3,1,0,0,496500,360.0,0,0,0,1028000.0,0,pr,0,5580.0,844,0,4,1,48.29766537,North,0,0,45.0
1,Male,1,type1,p1,1,0,0,66500,360.0,0,0,0,418000.0,0,pr,0,4320.0,857,1,2,1,75.13586957,North,0,1,39.0
1,Female,0,type1,p4,1,0,0,306500,360.0,0,0,0,418000.0,0,pr,0,6000.0,807,1,2,0,75.13586957,North,0,1,39.0
1,Male,0,type1,p1,1,0,0,106500,360.0,0,0,0,158000.0,0,pr,0,3000.0,872,0,4,1,67.40506329,North,0,0,31.0
1,Sex Not Available,0,type1,p4,1,0,0,256500,216.0,0,0,0,458000.0,0,pr,0,7740.0,875,0,2,1,56.00436681,south,0,0,37.0
1,Joint,0,type1,p3,1,0,0,126500,360.0,0,0,0,158000.0,0,pr,0,2700.0,751,1,5,1,80.06329114,North,0,1,23.0
0,Joint,1,type1,p1,1,0,0,166500,360.0,0,0,0,218000.0,0,pr,0,21000.0,693,1,3,1,76.37614679,North,0,0,9.0
0,Female,1,type3,p3,1,0,0,116500,360.0,0,0,0,418000.0,0,pr,0,2280.0,548,1,4,1,75.13586957,south,0,1,39.0
1,Male,0,type1,p3,1,0,0,326500,360.0,0,0,0,478000.0,0,pr,0,11040.0,669,0,2,1,68.30543933,North,0,0,37.0
1,Sex Not Available,1,type3,p1,1,0,0,126500,360.0,0,0,0,128000.0,0,pr,0,3900.0,880,0,1,1,98.828125,south,0,0,34.0
1,Sex Not Available,1,type1,p1,1,0,0,136500,360.0,1,0,0,148000.0,0,pr,0,3900.0,706,1,0,1,92.22972973,south,0,0,36.0
1,Joint,1,type3,p4,1,0,0,396500,360.0,0,0,0,408000.0,0,pr,0,5760.0,814,1,3,1,97.18137255,south,0,0,39.0
1,Sex Not Available,0,type1,p3,1,0,0,156500,240.0,0,0,0,418000.0,0,pr,0,5340.0,800,1,4,1,75.13586957,south,0,1,39.0
1,Male,0,type1,p4,1,0,0,506500,360.0,0,0,0,708000.0,0,pr,0,15480.0,519,0,3,0,71.53954802,North,0,0,31.0
1,Female,0,type1,p3,1,0,0,216500,360.0,0,0,0,298000.0,0,pr,0,3060.0,586,1,4,1,72.65100671,North,0,0,41.0
1,Male,0,type1,p4,1,0,0,126500,360.0,1,0,0,198000.0,0,pr,0,1440.0,631,0,5,1,63.88888889,south,0,1,13.0
1,Male,0,type1,p1,1,0,0,266500,360.0,0,0,0,768000.0,0,pr,0,5040.0,589,0,2,0,34.70052083,North,0,0,41.0
1,Sex Not Available,0,type1,p4,1,0,0,556500,360.0,1,0,0,698000.0,0,pr,0,9420.0,750,1,3,1,79.7277937,south,0,0,36.0
1,Sex Not Available,0,type1,p3,1,0,0,336500,360.0,0,0,0,558000.0,0,pr,0,4080.0,622,0,3,1,60.3046595,south,0,0,34.0
1,Male,0,type1,p1,1,0,0,386500,360.0,0,0,0,418000.0,0,pr,0,4620.0,683,1,2,1,75.13586957,central,0,1,39.0
1,Female,0,type1,p4,1,0,0,226500,360.0,0,0,0,428000.0,0,pr,0,2700.0,757,0,4,1,52.92056075,central,0,0,49.0
1,Joint,0,type3,p3,1,0,0,156500,360.0,0,0,0,218000.0,0,pr,0,1500.0,709,1,4,1,71.78899083,North,0,0,40.0
1,Female,1,type1,p1,1,0,0,156500,240.0,0,0,0,178000.0,0,sr,0,8460.0,718,0,2,1,87.92134831,North,0,0,44.0
1,Male,1,type1,p4,1,0,0,386500,240.0,0,0,0,698000.0,0,ir,0,12000.0,825,0,3,0,55.37249284,south,0,0,39.0
1,Sex Not Available,1,type1,p1,1,0,0,186500,180.0,0,0,0,408000.0,0,pr,0,3300.0,800,1,3,1,45.71078431,south,0,0,49.0
1,Male,0,type1,p4,1,0,0,646500,360.0,0,0,0,798000.0,0,pr,0,7500.0,660,0,2,0,81.01503759,North,0,0,45.0
1,Joint,0,type1,p1,1,0,0,306500,360.0,1,0,0,318000.0,0,pr,0,15240.0,579,1,4,0,96.3836478,North,0,0,46.0
0,Joint,1,type1,p3,1,0,0,456500,240.0,0,0,0,878000.0,0,pr,0,10440.0,824,1,5,0,51.99316629,south,0,0,43.0
0,Joint,0,type1,p1,1,0,0,2506500,360.0,0,0,0,4218000.0,0,pr,0,34800.0,680,1,3,0,59.42389758,south,0,0,40.0
1,Sex Not Available,0,type1,p3,1,0,0,256500,360.0,0,0,0,368000.0,0,ir,0,16860.0,701,1,2,1,69.70108696,south,0,0,35.0
1,Female,0,type2,p1,1,0,1,76500,360.0,0,0,0,418000.0,0,pr,0,1080.0,581,1,0,1,75.13586957,North,0,1,39.0
1,Female,0,type2,p3,1,0,1,96500,360.0,0,0,0,128000.0,0,pr,0,1920.0,735,0,4,1,75.390625,North,0,1,30.0
1,Joint,0,type1,p4,1,0,0,506500,360.0,1,0,0,418000.0,0,pr,0,7860.0,835,1,1,0,75.13586957,south,0,1,39.0
1,Sex Not Available,0,type3,p4,1,0,0,286500,360.0,0,0,0,298000.0,0,pr,0,5760.0,810,0,1,0,96.1409396,south,0,0,39.0
1,Female,0,type1,p1,1,0,0,276500,360.0,0,0,0,348000.0,0,pr,0,4440.0,541,1,4,0,79.45402299,North,0,0,36.0
1,Joint,0,type1,p4,1,0,0,406500,360.0,0,0,0,668000.0,0,ir,0,8940.0,757,1,3,0,60.85329341,North,0,0,49.0
1,Male,1,type1,p1,1,0,0,486500,360.0,0,0,0,678000.0,0,pr,0,7680.0,837,1,3,1,71.75516224,North,0,0,35.0
1,Sex Not Available,0,type2,p4,1,0,1,326500,360.0,0,0,0,428000.0,0,pr,0,8760.0,682,1,3,1,76.28504673,south,0,0,28.0
1,Joint,0,type1,p4,1,0,0,616500,240.0,0,0,0,858000.0,0,pr,0,7380.0,701,1,1,0,71.85314685,south,0,0,45.0
1,Joint,0,type1,p3,1,0,0,156500,180.0,0,0,0,418000.0,0,pr,0,4140.0,547,1,4,1,75.13586957,North,0,1,39.0
1,Male,0,type1,p4,1,0,0,546500,360.0,0,0,0,598000.0,0,pr,0,1560.0,519,0,4,1,91.38795987,south,0,1,48.0
1,Joint,0,type2,p1,1,0,1,396500,360.0,0,0,0,408000.0,0,pr,0,6600.0,642,1,4,0,97.18137255,North,0,0,40.0
1,Female,0,type1,p4,1,0,0,256500,360.0,1,0,0,458000.0,0,pr,0,5160.0,874,0,2,1,56.00436681,North,0,0,34.0
1,Female,0,type1,p3,1,0,0,236500,360.0,0,0,0,358000.0,0,pr,0,3900.0,762,0,5,1,66.06145251,North,0,0,44.0
1,Male,0,type3,p1,1,0,0,446500,324.0,1,0,0,508000.0,0,pr,0,11220.0,854,0,3,0,87.89370079,North,0,0,31.0
1,Female,0,type1,p4,1,0,0,366500,360.0,0,0,0,588000.0,0,pr,0,4080.0,692,0,2,0,62.32993197,North,0,0,45.0
0,Male,1,type1,p3,1,0,0,1356500,360.0,0,0,0,1808000.0,0,pr,0,18360.0,675,0,5,0,75.02765487,North,0,0,40.0
1,Female,0,type2,p3,1,0,1,406500,360.0,0,0,0,538000.0,0,pr,0,3780.0,634,0,4,1,75.55762082,North,0,0,53.0
1,Sex Not Available,1,type1,p4,1,0,0,466500,360.0,0,0,0,768000.0,0,pr,0,6360.0,661,1,6,1,60.7421875,south,0,0,34.0
1,Joint,0,type1,p1,1,0,0,406500,360.0,1,0,0,718000.0,0,ir,0,10260.0,681,1,2,0,56.61559889,south,0,0,32.0
1,Male,0,type1,p3,1,0,0,306500,360.0,1,0,0,448000.0,0,pr,0,7800.0,652,0,3,0,68.41517857,south,0,0,31.0
1,Sex Not Available,0,type3,p3,1,0,0,336500,360.0,0,0,0,358000.0,0,pr,0,5820.0,864,1,5,1,93.99441341,south,0,0,34.0
1,Male,0,type3,p3,1,0,0,196500,360.0,0,0,0,418000.0,0,pr,0,1740.0,618,1,5,1,75.13586957,North,0,1,39.0
1,Male,0,type1,p3,1,0,0,256500,360.0,0,0,0,318000.0,0,pr,0,3720.0,811,0,1,1,80.66037736,North,0,0,36.0
1,Joint,0,type2,p4,1,0,1,216500,360.0,0,0,0,228000.0,0,pr,0,5760.0,568,1,4,1,94.95614035,North,0,0,39.0
1,Male,0,type2,p4,1,0,1,266500,360.0,0,0,0,338000.0,0,pr,0,5760.0,758,0,3,1,78.84615385,south,0,0,39.0
1,Male,0,type2,p1,1,0,1,196500,360.0,0,0,0,198000.0,0,pr,0,3720.0,618,0,2,1,99.24242424,North,0,0,31.0
1,Female,1,type1,p1,1,0,0,226500,360.0,0,0,0,238000.0,0,pr,0,8460.0,818,1,5,1,95.16806723,North,0,0,36.0
1,Male,0,type1,p1,1,0,0,726500,360.0,0,0,0,948000.0,0,pr,0,10620.0,681,1,1,0,76.6350211,North,0,0,37.0
1,Joint,0,type1,p1,1,0,0,216500,360.0,0,0,0,258000.0,0,pr,0,7980.0,754,1,4,1,83.91472868,south,0,0,48.0
1,Male,1,type1,p3,1,0,0,206500,180.0,0,0,0,288000.0,0,pr,0,7140.0,791,1,4,1,71.70138889,central,0,0,38.0
1,Sex Not Available,0,type1,p1,1,0,0,186500,360.0,0,0,0,198000.0,0,pr,0,3720.0,547,0,2,1,94.19191919,south,0,0,29.0
1,Male,1,type1,p1,1,0,0,316500,360.0,1,0,0,338000.0,0,pr,0,4140.0,599,0,5,1,93.63905325,North,0,0,42.0
1,Male,0,type2,p4,1,0,1,636500,360.0,0,0,0,748000.0,0,pr,0,5760.0,592,0,2,0,85.09358289,North,0,0,39.0
1,Female,0,type1,p4,1,0,0,156500,360.0,0,0,0,188000.0,0,pr,0,4380.0,685,0,4,1,83.24468085,North,0,1,29.0
1,Sex Not Available,0,type1,p3,1,0,0,196500,360.0,0,0,0,268000.0,0,pr,0,2880.0,749,0,4,1,73.32089552,south,0,0,34.0
1,Female,1,type1,p3,1,0,0,206500,360.0,0,0,0,258000.0,0,pr,0,3780.0,549,0,4,0,80.03875969,North,0,0,47.0
1,Male,0,type1,p4,1,0,0,476500,360.0,0,0,0,608000.0,0,ir,0,7080.0,788,0,3,0,78.37171053,North,0,0,30.0
1,Sex Not Available,1,type1,p1,1,0,0,326500,360.0,1,0,0,468000.0,0,pr,0,7440.0,802,1,5,1,69.76495726,south,0,0,40.0
1,Male,0,type1,p1,1,0,0,676500,360.0,0,0,0,758000.0,0,pr,0,7320.0,749,0,1,0,89.24802111,south,0,1,48.0
1,Female,0,type1,p1,1,0,0,376500,360.0,0,0,0,418000.0,0,pr,0,4620.0,764,0,1,0,90.07177033,North,0,0,39.0
1,Female,1,type1,p4,1,0,0,566500,360.0,0,0,0,808000.0,0,pr,0,8520.0,640,0,4,0,70.11138614,south,0,0,36.0
1,Sex Not Available,1,type1,p4,1,0,0,206500,180.0,0,0,0,328000.0,0,pr,0,11820.0,687,0,3,1,62.95731707,south,0,0,10.0
1,Male,0,type1,p1,1,0,0,326500,360.0,0,0,0,348000.0,0,pr,0,5460.0,871,0,1,1,93.82183908,North,0,0,33.0
1,Female,1,type1,p1,1,0,0,376500,360.0,0,0,0,438000.0,0,pr,0,5760.0,740,0,2,1,85.95890411,North,0,0,41.0
1,Male,0,type3,p3,1,0,0,196500,180.0,0,0,0,198000.0,0,pr,0,5820.0,671,0,3,1,99.24242424,North,0,1,59.0
1,Male,0,type3,p4,1,0,0,226500,360.0,0,0,0,258000.0,0,pr,0,5760.0,736,0,6,1,87.79069767,south,0,0,39.0
1,Female,0,type1,p1,1,0,0,56500,360.0,0,0,0,68000.0,0,pr,0,1500.0,687,0,2,1,83.08823529,North,0,1,40.0
1,Sex Not Available,0,type1,p4,1,0,0,306500,360.0,0,0,0,398000.0,0,pr,0,7080.0,840,1,4,1,77.01005025,south,0,0,39.0
1,Joint,0,type1,p1,0,0,0,226500,360.0,0,0,0,328000.0,0,sr,0,9960.0,764,1,3,0,69.05487805,North,0,0,37.0
1,Male,0,type1,p3,1,0,0,106500,180.0,0,0,0,128000.0,0,pr,0,4500.0,637,0,2,1,83.203125,North,0,0,34.0
1,Joint,1,type1,p4,1,0,0,396500,240.0,0,0,0,618000.0,0,ir,0,11760.0,752,1,4,1,64.15857605,south,0,0,44.0
0,Male,0,type3,p4,1,0,0,716500,360.0,0,0,0,838000.0,0,pr,0,5760.0,842,0,3,1,85.50119332,south,0,0,39.0
1,Female,1,type1,p1,1,0,0,346500,360.0,0,0,0,388000.0,0,pr,0,5400.0,802,0,2,1,89.30412371,North,0,0,33.0
1,Male,0,type1,p3,1,0,0,166500,240.0,0,0,0,238000.0,0,pr,0,2820.0,501,0,5,1,69.95798319,North,0,0,37.0
0,Female,1,type1,p4,1,0,0,396500,360.0,0,0,0,608000.0,0,pr,0,3240.0,571,0,3,1,65.21381579,south,0,1,50.0
1,Female,0,type1,p3,1,0,0,226500,156.0,0,0,0,338000.0,0,pr,0,7200.0,641,0,3,1,67.01183432,North,0,0,45.0
1,Female,0,type1,p4,1,0,0,206500,180.0,0,0,0,358000.0,0,pr,0,4920.0,849,1,3,1,57.68156425,south,0,0,43.0
1,Joint,0,type1,p4,1,0,0,286500,360.0,0,0,0,628000.0,0,pr,0,4320.0,526,1,6,0,45.62101911,south,0,0,36.0
1,Sex Not Available,0,type3,p1,1,0,0,186500,360.0,0,0,0,178000.0,0,pr,0,3120.0,862,0,4,1,104.7752809,south,0,0,34.0
1,Male,1,type1,p4,1,0,0,296500,360.0,0,0,0,398000.0,0,ir,0,18060.0,555,0,3,0,74.49748744,North,0,0,20.0
1,Male,0,type1,p3,1,0,0,206500,228.0,0,0,0,288000.0,0,pr,0,5820.0,787,0,3,1,71.70138889,North,0,0,39.0
0,Male,0,type1,p1,1,0,0,416500,360.0,0,0,0,478000.0,0,pr,0,6540.0,504,0,2,1,87.13389121,North,0,0,36.0
1,Sex Not Available,1,type1,p3,1,0,0,396500,360.0,0,0,0,618000.0,0,pr,0,10260.0,510,1,1,1,64.15857605,central,0,0,42.0
1,Sex Not Available,0,type1,p4,1,0,0,226500,360.0,0,0,0,328000.0,0,pr,0,3360.0,746,1,5,1,69.05487805,south,0,0,42.0
1,Joint,1,type1,p3,1,0,0,726500,360.0,0,0,0,2408000.0,0,pr,0,12840.0,802,1,5,0,30.17026578,North,0,0,35.0
1,Joint,0,type1,p1,1,0,0,256500,360.0,0,0,0,328000.0,0,pr,0,5040.0,712,1,4,1,78.20121951,south,0,1,46.0
1,Female,0,type1,p3,1,0,0,226500,360.0,0,0,0,408000.0,0,pr,0,2220.0,600,0,5,1,55.51470588,North,0,0,49.0
0,Joint,0,type1,p1,1,0,0,526500,360.0,0,0,0,578000.0,0,pr,0,6720.0,633,1,2,0,91.0899654,south,0,0,48.0
1,Joint,0,type1,p4,1,0,0,386500,180.0,0,0,0,568000.0,0,pr,0,12720.0,752,1,4,0,68.04577465,North,0,0,24.0
1,Male,0,type3,p3,1,0,0,286500,360.0,1,0,0,348000.0,0,pr,0,4920.0,872,0,4,1,82.32758621,central,0,0,23.0
1,Sex Not Available,1,type1,p3,1,0,0,486500,180.0,0,0,0,628000.0,0,pr,0,11220.0,573,1,2,0,77.46815287,south,0,0,41.0
1,Female,0,type1,p3,1,0,0,726500,240.0,0,0,0,1318000.0,0,pr,0,21000.0,628,0,4,1,55.12139605,North,0,0,30.0
1,Female,0,type3,p4,1,0,0,386500,360.0,0,1,0,468000.0,0,pr,0,5760.0,866,0,2,0,82.58547009,North,0,0,39.0
1,Male,0,type1,p4,1,0,0,526500,360.0,0,0,0,418000.0,0,pr,0,8100.0,832,1,2,0,75.13586957,south,0,1,39.0
1,Female,1,type1,p4,1,0,0,276500,360.0,0,0,0,358000.0,0,pr,0,6420.0,775,0,2,0,77.23463687,south,0,0,48.0
1,Female,0,type1,p3,1,0,0,166500,240.0,0,0,0,658000.0,0,pr,0,2340.0,763,0,3,1,25.30395137,North,0,0,44.0
1,Sex Not Available,0,type1,p3,1,0,0,266500,360.0,0,0,0,398000.0,0,pr,0,8340.0,690,1,3,1,66.95979899,south,0,0,14.0
1,Female,0,type2,p2,0,0,1,266500,300.0,1,0,0,508000.0,0,pr,0,2580.0,608,0,4,1,52.46062992,North,0,1,19.0
0,Male,0,type1,p4,1,0,0,276500,240.0,0,0,0,388000.0,0,pr,0,10440.0,881,1,2,1,71.2628866,North,0,0,21.0
1,Sex Not Available,0,type1,p4,1,0,0,616500,360.0,0,0,0,418000.0,0,pr,0,9240.0,692,1,5,1,75.13586957,south,0,1,39.0
1,Joint,0,type3,p4,1,0,0,226500,360.0,0,0,0,468000.0,0,pr,0,5760.0,858,1,1,0,48.3974359,North,0,0,39.0
1,Joint,0,type1,p1,1,0,0,176500,180.0,0,0,0,218000.0,0,sr,0,8580.0,500,1,5,1,80.96330275,North,0,1,32.0
1,Male,1,type1,p3,1,0,0,506500,360.0,0,0,0,638000.0,0,pr,0,7140.0,594,0,3,0,79.38871473,North,0,0,45.0
1,Male,0,type2,p1,1,0,1,106500,180.0,0,0,0,108000.0,0,pr,0,2580.0,635,0,4,1,98.61111111,North,0,0,56.0
1,Male,0,type1,p3,1,0,0,416500,360.0,0,0,0,568000.0,0,ir,0,9540.0,601,0,2,0,73.32746479,south,0,0,31.0
1,Joint,0,type3,p3,1,0,0,276500,360.0,0,0,0,308000.0,0,pr,0,8220.0,616,1,5,0,89.77272727,central,0,0,26.0
1,Female,0,type2,p1,1,0,1,146500,360.0,0,0,0,418000.0,0,pr,0,8280.0,595,1,4,1,75.13586957,North,0,1,39.0
1,Male,0,type1,p4,1,0,0,666500,360.0,1,0,0,418000.0,0,pr,0,10800.0,617,1,1,0,75.13586957,south,0,1,39.0
0,Male,0,type1,p4,1,0,0,416500,180.0,0,0,0,528000.0,0,pr,0,8940.0,828,0,1,1,78.88257576,North,0,0,31.0
1,Joint,0,type3,p1,1,0,0,566500,360.0,0,0,0,558000.0,0,pr,0,9780.0,825,1,1,0,101.5232975,North,0,0,37.0
1,Male,0,type1,p1,1,0,0,276500,360.0,0,0,0,348000.0,0,pr,0,3960.0,709,0,3,0,79.45402299,south,0,0,37.0
1,Male,0,type1,p4,1,0,0,696500,360.0,0,0,0,1118000.0,0,sr,0,16380.0,765,0,5,1,62.29874776,North,0,0,44.0
1,Female,0,type1,p3,1,0,0,76500,180.0,0,0,0,328000.0,0,pr,0,1020.0,853,0,6,1,23.32317073,south,0,0,44.0
1,Male,0,type1,p4,1,0,0,486500,240.0,0,1,0,908000.0,0,ir,0,12840.0,557,0,3,0,53.57929515,North,0,0,37.0
1,Male,0,type3,p3,1,0,0,226500,360.0,0,0,0,358000.0,0,pr,0,3840.0,526,0,5,1,63.26815642,south,0,1,49.0
1,Female,0,type2,p3,1,0,1,226500,360.0,0,0,0,268000.0,0,pr,0,2640.0,550,0,2,1,84.51492537,North,0,0,57.0
1,Sex Not Available,0,type1,p3,1,0,0,326500,360.0,0,0,0,398000.0,0,pr,0,5820.0,558,0,2,1,82.03517588,south,0,1,42.0
1,Female,0,type1,p3,1,0,0,306500,360.0,0,0,1,388000.0,0,pr,0,4740.0,500,0,6,1,78.99484536,North,0,0,39.0
1,Female,0,type1,p4,1,0,0,166500,360.0,0,0,0,258000.0,0,pr,0,6060.0,530,0,4,1,64.53488372,North,0,0,9.0
1,Joint,0,type1,p4,1,0,0,146500,180.0,0,0,0,418000.0,0,pr,0,6780.0,836,1,3,1,75.13586957,south,0,1,39.0
0,Female,1,type1,p1,1,0,0,266500,360.0,0,0,0,428000.0,0,sr,0,2940.0,658,0,1,0,62.26635514,south,0,1,10.0
1,Joint,0,type1,p4,1,0,0,626500,360.0,0,0,0,788000.0,0,pr,0,7320.0,712,1,1,0,79.50507614,North,0,0,43.0
1,Female,0,type1,p4,1,0,0,586500,360.0,0,0,0,998000.0,0,pr,0,25800.0,626,0,4,0,58.76753507,North,0,0,14.0
1,Female,0,type2,p4,1,0,1,526500,360.0,0,0,1,558000.0,0,pr,0,5760.0,895,0,4,0,94.35483871,North,0,0,39.0
1,Male,0,type1,p3,1,0,0,306500,360.0,0,1,0,428000.0,0,pr,0,5940.0,645,0,5,1,71.61214953,south,0,0,28.0
0,Sex Not Available,0,type1,p4,1,0,0,526500,360.0,0,0,0,708000.0,0,pr,0,11880.0,762,1,3,1,74.36440678,south,0,0,40.0
1,Female,0,type1,p3,1,0,0,356500,360.0,0,0,0,538000.0,0,pr,0,8040.0,594,0,3,1,66.26394052,North,0,0,31.0
1,Male,0,type1,p4,1,0,0,486500,360.0,0,0,0,588000.0,0,pr,0,7320.0,658,0,2,0,82.73809524,North,0,0,32.0
1,Female,0,type1,p1,1,0,0,306500,360.0,0,0,0,318000.0,0,pr,0,3960.0,799,0,0,1,96.3836478,North,0,0,42.0
1,Female,0,type2,p3,1,0,1,216500,360.0,0,1,0,248000.0,0,pr,0,5580.0,548,0,4,1,87.2983871,North,0,0,42.0
0,Joint,0,type1,p1,1,0,0,1126500,360.0,0,0,0,1418000.0,0,pr,0,17100.0,870,1,4,1,79.44287729,south,0,0,37.0
1,Sex Not Available,0,type1,p3,1,0,0,126500,360.0,1,0,0,178000.0,0,pr,0,2580.0,760,1,6,1,71.06741573,south,0,1,51.0
1,Joint,0,type1,p1,1,0,0,246500,360.0,0,0,0,258000.0,0,pr,0,5880.0,617,1,3,0,95.54263566,North,0,0,45.0
0,Male,0,type1,p1,1,0,0,1066500,360.0,0,0,0,1328000.0,0,pr,0,17760.0,877,0,3,0,80.30873494,south,0,0,37.0
1,Female,0,type1,p4,1,0,0,326500,360.0,0,0,0,418000.0,0,pr,0,5100.0,888,1,3,1,75.13586957,North,0,1,39.0
1,Joint,0,type2,p4,1,0,1,406500,360.0,0,1,0,458000.0,0,pr,0,5760.0,576,1,2,0,88.75545852,North,0,0,39.0
1,Joint,0,type2,p4,1,0,1,306500,360.0,0,0,0,368000.0,0,pr,0,5760.0,503,1,1,1,83.28804348,North,0,0,39.0
1,Female,0,type1,p3,1,0,0,216500,360.0,0,0,0,298000.0,0,pr,0,5460.0,853,1,5,1,72.65100671,south,0,0,38.0
1,Male,0,type1,p4,1,0,0,236500,360.0,0,0,0,348000.0,0,pr,0,4080.0,631,0,2,1,67.95977011,North,0,0,44.0
1,Sex Not Available,0,type2,p3,1,0,1,306500,360.0,0,0,0,378000.0,0,pr,0,6000.0,636,0,3,1,81.08465608,south,0,0,37.0
1,Male,0,type3,p4,1,0,0,106500,360.0,0,0,0,138000.0,0,pr,0,5760.0,639,0,6,1,77.17391304,North,0,0,39.0
1,Joint,1,type2,p3,1,0,1,126500,360.0,0,0,0,148000.0,0,pr,0,2460.0,505,1,2,1,85.47297297,south,0,0,54.0
1,Joint,0,type3,p3,1,0,0,106500,360.0,0,1,0,118000.0,0,pr,0,3720.0,535,1,5,1,90.25423729,North,0,0,27.0
1,Joint,0,type1,p3,1,0,0,626500,360.0,0,0,0,1518000.0,0,pr,0,7980.0,631,1,2,0,41.27140975,North,0,0,39.0
1,Joint,0,type1,p3,1,0,0,166500,360.0,0,0,0,308000.0,0,pr,0,5940.0,659,1,4,1,54.05844156,North,0,0,40.0
1,Sex Not Available,0,type1,p2,1,0,0,406500,360.0,0,0,1,788000.0,0,pr,0,15360.0,807,1,4,1,51.58629442,south,0,0,22.0
1,Male,0,type1,p3,1,0,0,176500,180.0,1,0,0,278000.0,0,pr,0,2340.0,873,0,5,1,63.48920863,North,0,1,45.0
1,Joint,0,type1,p3,1,0,0,356500,180.0,0,0,0,768000.0,0,pr,0,11100.0,667,1,2,0,46.41927083,south,0,0,20.0
1,Joint,1,type1,p3,1,0,0,596500,360.0,0,0,0,748000.0,0,pr,0,15120.0,756,1,3,0,79.7459893,south,0,0,31.0
1,Female,0,type1,p3,1,0,0,386500,360.0,0,0,0,438000.0,0,pr,0,5040.0,782,0,5,1,88.24200913,south,0,1,36.0
1,Joint,0,type1,p3,1,0,0,256500,360.0,0,0,0,318000.0,0,pr,0,5640.0,643,1,4,1,80.66037736,North,0,0,49.0
1,Sex Not Available,0,type1,p1,1,0,0,196500,360.0,0,0,0,208000.0,0,pr,0,4560.0,712,0,2,1,94.47115385,south,0,0,30.0
1,Sex Not Available,0,type1,p4,1,0,0,446500,360.0,0,0,0,658000.0,0,pr,0,8520.0,815,1,2,1,67.85714286,south,0,0,47.0
1,Joint,0,type1,p3,1,0,0,106500,360.0,0,0,0,248000.0,0,pr,0,2760.0,821,1,5,1,42.94354839,North,0,0,37.0
1,Male,0,type1,p4,1,0,0,446500,360.0,0,0,0,558000.0,0,pr,0,3960.0,651,0,1,1,80.01792115,North,0,0,47.0
1,Joint,0,type1,p4,1,0,0,646500,360.0,0,1,0,928000.0,0,pr,0,12060.0,900,1,1,0,69.66594828,south,0,1,49.0
1,Joint,0,type3,p1,1,0,0,346500,360.0,0,0,0,338000.0,0,pr,0,5640.0,768,1,1,0,102.5147929,North,0,0,44.0
1,Male,0,type1,p3,1,0,0,336500,360.0,1,0,0,418000.0,0,ir,0,5820.0,561,1,3,0,75.13586957,south,0,1,39.0
